PostId,TypeId,IsBest,Score,API,Sentences
15388719,2,0,4,java.util.HashMap,You can't override the equals()/hashcode() methods for arrays - This is an issue because the HashMap won't be able to correctly determine whether it has looked up the right key or not.
15389917,2,0,1,java.util.HashMap,"Don't use a HashMap if you are going to have multiple threads, use a ConcurrentHashMap instead (javadoc)."
15542058,2,0,2,java.util.HashMap,"You can't sort a HashMap, but you can sort its entries obtained with entrySet()."
15702942,2,1,2,java.util.HashMap,Entry (internal class of HashMap) is not a part of general-use linked list (as LinkedList is).
15904147,2,0,0,java.util.HashMap,HashMap isn't a WeakHashMap so you cant cast one to the other.
15977663,2,0,7,java.util.HashMap,"The answer for your first question is in the quoted text:  ""because java HashMap doesn't append the new element at tail instead it append new element at head to avoid tail traversing""  If HashMap would store them in insertion order it had to traverse the list at each insertion or store an extra pointer to the end of the list (and maintain it)."
15992563,2,0,2,java.util.HashMap,"In the same vain as your Employee class, HashMap does not override it's toString method, so it simply prints out the objects reference in memory."
16051880,2,0,1,java.util.HashMap,"I'm taking a punt, and guessing that you mean HashMap, and that the reason you don't have a HashMap API is that you are using Java ME."
16084157,2,0,6,java.util.HashMap,"No, this is incorrect:  hashmap, which will sort by the value  HashMap does not order by keys."
16084172,2,0,1,java.util.HashMap,"HashMap does not sort anything, It inserts elements into based on hascode and equals method of the elements."
16104811,2,0,0,java.util.HashMap,"Since your HashMap is not typed, anything could be inserted as key and your clear() function will not remove it."
16149160,2,0,2,java.util.HashMap,HashMap does not allow primitive data types as arguments.
16162855,2,0,0,java.util.HashMap,"If you are iterating over a HashMap via the entrySet method, the type of the keys in your HashMap doesn't matter."
16377317,2,0,2,java.util.HashMap,HashMap is not the datastructure for what you want to achieve.
16569723,2,0,0,java.util.HashMap,HashMap is not exactly memory efficient.
16515722,2,0,0,java.util.HashMap,"The most used map's implementation in java is hashmap or TreeMap (performance depends of what you make with the map (adding data, read, is the data needed to be sorted, ...)), if it was ok just make else you have to make to implément directly map (don't extends HashMap cause you extends all methods and just respecify the method defined in your implementation."
16531102,2,0,0,java.util.HashMap,"Also, as greedybuddha pointed out, make sure that your HashMap are not reassigned in the same manner."
16633913,2,0,1,java.util.HashMap,You can't sort a HashMap per se because it cannot hold an order.
16633856,2,0,1,java.util.HashMap,"Also note that you will always get a different order when doing this, as HashMap isn't ordered."
16848960,2,0,0,java.util.HashMap,"That's some other Map and not HashMap, or you have some weird degenerate HashMap which doesn't support null keys."
16848960,2,0,0,java.util.HashMap,"Map.get() can NPE on null keys, but the implementation of HashMap doesn't."
16868232,2,0,4,java.util.HashMap,"Although theoretically the implementation of HashMap doesn't need to use an if, it actually does."
16970767,2,1,6,java.util.HashMap,"A HashMap is not ordered, so first you should use a TreeMap, for example."
17082237,2,0,1,java.util.HashMap,"If you want to also access it as a list, you should prefer LinkedHashMap instead of HashMap (don't use unless you think you will require both, as it is slightly more expensive, but it maintains insertion order)."
17095160,2,0,0,java.util.HashMap,"The values in the map are not actually sorted, because the HashMap is not sorted at all (it stores the values in the buckets based on the hashCode of the key)."
17112561,2,1,3,java.util.HashMap,"No, putting an element to a volatile HashMap will not create a happens-before relationship, not even with a ConcurrentHashMap."
17249580,2,0,0,java.util.HashMap,This tests if the HashMap does not contain the key st.
17260313,2,1,9,java.util.HashMap,If your skills HashMap doesn't have the specified skills it returns null.
17520760,2,0,0,java.util.HashMap,"Thread safety issues here:  multiple reads from the HashMap - is thread safe, because multiple reads are allowed as long as there are no modifications to the collection and writes to the HashMap will not happen, because the map is an unmodifiableMap() read/write on deliverers - is thread safe, because all java reference assignments are atomic  I can see no thread-unsafe operations here."
17496723,2,0,0,java.util.HashMap,"A HashMap is not synchronized, a Hashtable is synchronized (details here)."
17535720,2,0,1,java.util.HashMap,"The times it won't use a HashMap is if it can determine the type of the object from either an embedded class property (which works, but is unsafe over the network), a specified type by object path, or if you are deserializing into a typed object that it can interpret the type from."
17662904,2,1,5,java.util.HashMap,"This would print out ""foo"" if the two objects returned equal hash codes, as they're meant to - but again, because they don't, the HashMap thinks there's no match."
17684605,2,1,2,java.util.HashMap,"Since, the hash codes don't match the HashMap never looks for the key in the right bucket."
17699200,2,1,2,java.util.HashMap,In Java are JSON nodes implemented as HashMap and HashMap is not ordered too.
17850180,2,0,0,java.util.HashMap,This is exactly the reason why the HashMap cannot store more than one null values .
17862820,2,0,1,java.util.HashMap,The fact that you're getting the values from a HashMap isn't actually important—you'd do the same thing for any Java Collection.
17885162,2,0,0,java.util.HashMap,And   HashMap is not synchronized.it must be synchronized externally.
17885178,2,0,0,java.util.HashMap,"The implementation of HashMap is based on one hash table, and HashMap is not synchronized."
17902703,2,0,0,java.util.HashMap,"Hundreds of elements in an HashMap should not be a big deal on a fairly modern machine, it should be a matter of milliseconds (or less) if there are only a few hashcode collisions."
17910419,2,0,3,java.util.HashMap,"The order in which you see the entries in the HashMap depends on the hash codes of the keys and order of the entries in the bucket I believe and it is implementation dependent, but don't rely on HashMap for ordering at all."
17911069,2,0,1,java.util.HashMap,"The ConcurrentHashMap is thread-safe, while the basic HashMap is not."
17985033,2,0,2,java.util.HashMap,"You really shouldn't use a HashMap (or any mutable object) as your key, since it will destabilize your Map."
17993538,2,0,0,java.util.HashMap,HashMap do not support such behavior.
17993355,2,0,0,java.util.HashMap,Unfortunately HashMap does NOT retain the order in witch the data was added.For you specific case you should use a LinkedHashMap because this kind of map is exactly like HashMap but keeps the order and you can iterate over it to get the last entries.
18057219,2,1,1,java.util.HashMap,A simple HashMap is not threadsafe to use.
18092153,2,0,2,java.util.HashMap,here HashMap can not copy the date because it could be anything.
18147401,2,0,0,java.util.HashMap,"I'm not a Java programmer, but: HashMap is not safe for concurrent access."
18148055,2,0,2,java.util.HashMap,And of course HashMap is not concurrent as the comments have pointed out.
18167795,2,1,12,java.util.HashMap,HashMap does not manatain the order of insertion of keys.
18307748,2,1,0,java.util.HashMap,The main difference is that HashTable is synchronized (used for threaded applications) and HashMap is not.
18314323,2,0,1,java.util.HashMap,"doesn't create new HashMap<> objects, but simple let new_lessons and lessons pointing to this.lessons"
18365941,2,1,1,java.util.HashMap,"You are almost certainly getting a ClassCastException, because elements of TreeSet must implement Comparable and HashMap doesn't."
18379657,2,0,1,java.util.HashMap,"The one could be a List<HashMap<String, Object>>, while the others can be a List<TreeMap<String, Object>>, which are not compatible (you can't add a HashMap to a List<TreeMap> and vice versa)."
18409287,2,1,4,java.util.HashMap,where the inner HashMap doesn't have type arguments.
18425764,2,0,0,java.util.HashMap,"HashMap doesn't guarantee ordering, therefore if you need ordering, use ArrayList or LinkedList."
18431602,2,0,3,java.util.HashMap,A HashMap does not guarantee the order after you sorted the map.
18542082,2,0,0,java.util.HashMap,I suggest using a ConcurrentHashMap and trust that the Java team saying that HashMap is not synchronized is enough.
18542149,2,0,3,java.util.HashMap,So theoretically it is proven that HashMap is not thread safe.
18560385,2,0,1,java.util.HashMap,That's because a HashMap does not preserve the order in which the records are inserted.
18611367,2,0,1,java.util.HashMap,"I would stick with the copy approach, although I wouldn't copy the HashMap."
18631094,2,0,0,java.util.HashMap,"HashMap does not save any order, I think you should use LinkedHashMap that iterates in same order that values were inserted."
18716063,2,0,4,java.util.HashMap,First expression doesn't initialize a HashMap.
18768180,2,0,1,java.util.HashMap,"If you are learning Maps  TreeMap sorts but natural order of the key (Nice for printing) HashMap doesn't have a very predictable ordering  If you are learning arrays, there are great examples in this thread already ex."
18913684,2,0,1,java.util.HashMap,HashMap does not implement Collection.
27872027,2,0,0,java.util.HashMap,"The advantage of this approach is that even if the entire HashMap cannot fit in memory, we can break it into smaller blocks and use this approach."
19131786,2,1,2,java.util.HashMap,Because a HashMap doesn't guarantee any order of iteration of it's element.
19148536,2,0,0,java.util.HashMap,"Now, if the HashMap doesn't work as expected with your custom object then 99.99% you are not respecting one or more of these contract entries."
19166071,2,0,1,java.util.HashMap,The implicitly-supplied (String) casts will only throw an error if the values returned from the HashMap are not Strings (or nulls).
19164731,2,0,1,java.util.HashMap,HashMap doesn't preserve order of insertion  Hash table based implementation of the Map interface.
19217491,2,0,0,java.util.HashMap,HashMap does not gaurantee you the order.
19220458,2,1,7,java.util.HashMap,"Surely, you can't add a HashMap<String, HashSet<Assassin>> into the superMap."
19234819,2,0,2,java.util.HashMap,(So a Hashtable—unlike a HashMap—will not become internally corrupted if multiple threads are concurrently trying to modify the data.)
19240006,2,0,0,java.util.HashMap,In case you don't know HashMap this is how to initialize it.
19318895,2,0,8,java.util.HashMap,HashMap doesn't maintain insertion order.
19738696,2,0,0,java.util.HashMap,"java.util.HashMap is not Parcelable, so your options are:  use put/getSerializable, which will work fine within your app encode the HashMap as json or another remotable format if sending outside your app take out the map entries one by one and put them in the Bundle directly (assuming they have string keys)"
19853387,2,0,2,java.util.HashMap,"HashMap is not sorted, your results are simply accidental."
19853242,2,1,5,java.util.HashMap,HashMap is not a sorted collection and you should not use it as such.
19872768,2,0,3,java.util.HashMap,HashMap does not allow duplicate keys.
21434968,2,1,0,java.util.HashMap,"The answer is one word it will got crashed and will throw Exception might be UnsupportedOperationException.the reason behind this is .. As HashMap is not thread safe so when another thread will try to read the data, it will not allow and stuff will occurs which completely depend upon implementation."
20102269,2,0,1,java.util.HashMap,"Capacity is an internal size of a hash table and is always a power of two, so HashMap can't have capacity 20."
20240492,2,0,4,java.util.HashMap,A HashMap does not maintain the order of the elements inserted in it.
20240513,2,0,1,java.util.HashMap,A HashMap doesn't have a position.
20240631,2,0,2,java.util.HashMap,HashMap doesn't grantee the order.
20405425,2,0,0,java.util.HashMap,"If you don't things like HashMap, HashSet, etc all have undefined and incorrect behavior."
20434941,2,0,2,java.util.HashMap,HashMap is not designed to retrieve elements efficienctly based on their value.
20468573,2,0,3,java.util.HashMap,"HashMaps are not inherently ordered, so taking out the elements, ordering them, and putting them back in a HashMap will remove the ordering."
20566290,2,0,2,java.util.HashMap,Since HashMap is not synchronized.
20611173,2,0,0,java.util.HashMap,If you can't use HashMap for some reason you can try ordering your xml data and use a binary search algorithm.
20710311,2,0,3,java.util.HashMap,"The answer in that case is that HashMap is not thread safe, but it doesn't need to be."
20762935,2,1,1,java.util.HashMap,"Also as an FYI, public SomeClass( private HashMap<String, String> hashMap ) doesn't compile."
20763006,2,0,1,java.util.HashMap,"Treemap is a sorted map which contains keys in sorted order and HashMap can't gurantee you sorted map.So,always choose Treemap when ever you want sorted keys"
20842180,2,1,1,java.util.HashMap,"update: 2013-12-31  I am not  trying to make things complex,but I really feel it is my responsibility to not  mislead others,so I try to fixed the code  again.Currently, HashMap can't be append,please improve it.Thanks!"
20859781,2,0,2,java.util.HashMap,"The HashMap is not the only one existing, a TreeMap, for example, exists too, which provides roughly the same interface but a totally different implementation."
20952316,2,0,0,java.util.HashMap,"Otherwise you're trying to retrieve the testMap field of a HashMap, which doesn't exist."
20975186,2,0,0,java.util.HashMap,To know the insert order of the elements in a collection like HashMap is not possible.
21077216,2,1,4,java.util.HashMap,"The ordering of a plain HashMap is not defined:  This class makes no guarantees as to the order of the map; in particular, it does not guarantee that the order will remain constant over time."
21305511,2,1,5,java.util.HashMap,"Well HashMap isn't thread-safe to start with, so no... consider using ConcurrentHashMap instead."
21411784,2,1,1,java.util.HashMap,A HashMap doesn't generally make a good fit for a table model because the table needs the ability to access data at an row/col location.
21423052,2,0,0,java.util.HashMap,HashMap does not allow duplicate key.It will overwrite previous value if inserting new value on same key.
21491068,2,0,0,java.util.HashMap,"HashMap does not have that protection, because in most cases the right thing to protect is not just the hashtable access but the logic surrounding that access ... and if the user is going to implement their own synchronization, doing it again in the hashmap costs performance for no functional gain."
21536460,2,0,0,java.util.HashMap,The standard HashMap won't move values between buckets once the value has been inserted.
21616323,2,0,1,java.util.HashMap,"In your scenario, until you have proved that Java's standard HashMap is not fast enough, I think you might need to worry about garbage collection if stop the world here and there might pose a problem."
21674218,2,0,0,java.util.HashMap,You cannot access HashMap elements by index.
21696168,2,0,1,java.util.HashMap,@Unmesha SreeVeni : Use LinkedHashMap to delete last element because HashMap does not maintain order of insertion of the elements.
21748313,2,0,0,java.util.HashMap,"The reason why get() with HashMap might not work is probably due to the fact that Drools expects the facts to follow JavaBeans standard, and thus the method would need to be getGet() for it to work directly."
21770555,2,0,1,java.util.HashMap,Like every one is saying (AND is right about) is that you should assume that the keys in an HashMap are not sorted.
21773984,2,0,3,java.util.HashMap,"HashMap is not organised in any particular order, or more precisely, the order is not guaranteed."
21839196,2,0,1,java.util.HashMap,"The keys of a HashMap can't be duplicates, because they are represented in a Set, so merging the two maps should do the work."
21930596,2,1,1,java.util.HashMap,"Also, you had a HashMap rather than a List, but HashMaps aren't Iterable, so you can't use the extended for loop on them."
21931584,2,1,2,java.util.HashMap,"The List will preserve order, whereas a normal HashMap wouldn't."
21971704,2,0,0,java.util.HashMap,Another suggestion: You haven't studied HashMap but still you can write your own HashMap like implementation or closely resemble to that.
22000823,2,0,0,java.util.HashMap,A HashMap doesn't sort anything; its primary purpose/advantage is to offer near-O(1) lookups (which you can use for lookups by ID).
22009371,2,1,0,java.util.HashMap,Hashmap can't contain duplicate keys(HashMap) and in your case  if(map.containsKey(word) && map.get(word) > 1) will always return false it should be if(map.containsKey(word) && map.get(word) == 1)
22043137,2,0,1,java.util.HashMap,Don't store the HashMap in the database.
22171146,2,0,1,java.util.HashMap,"A HashMap can't be sorted, but if you want to display the contents of the map sorted, you could sort a list of your projects by unit (look for a Comparator on Project) and get the value of the corresponding project from the map."
22203466,2,0,1,java.util.HashMap,"So while this would work with ArrayList<Integer> keys, for anything with customized keys, containing non-standard classes, unless you are correctly implementing hashCode() for those objects, the HashMap may not function properly."
22375585,2,0,0,java.util.HashMap,HashMap does not store the values based on indices.
22392364,2,0,5,java.util.HashMap,A HashMap doesn't have any predictable order.
22960400,2,0,0,java.util.HashMap,"Since you didn't populate the HashMap, it should be empty."
22587479,2,0,0,java.util.HashMap,"HashMap is not sorted, It stores in Key-Value pairs."
22721586,2,0,1,java.util.HashMap,"You can't iterate over HashMap directly, as there is no numeric index of values within HashMap."
22813217,2,1,6,java.util.HashMap,"Nevertheless, we should never rely on this statement because the internal implementation of HashMap is not a part of its public contract and is a subject to change in future."
22819458,2,0,0,java.util.HashMap,"As far as i see from the javadoc, HashMap does not add any new methods, so for these two classes there is no difference."
22892642,2,0,0,java.util.HashMap,"The main method is Static (i.e. one instance per class), the HashMap is not static, that means you will have to instantiate the method."
22892691,2,0,0,java.util.HashMap,The above code will not compile because non static variable HashMap cannot be referenced in static context.Make sure try to add static modifier to HashMap.
22945210,2,1,4,java.util.HashMap,You cannot use a HashMap with multiple threads without external synchronization.
22975564,2,0,0,java.util.HashMap,"You can't call put and pass the HashMap into the method at the same time, because the put method doesn't return the HashMap."
22977310,2,0,2,java.util.HashMap,"HashMap cannot be sorted, you should use some kind of a sorted map, like TreeMap, but maps can only sort by keys."
22978064,2,0,2,java.util.HashMap,"If you want a Map with sorted keys, I wouldn't use a HashMap but rather a TreeMap, where the Map keys are sorted for you in their natural order (if the keys implement Comparable) or a chosen order if you use a Comparator."
23076186,2,0,2,java.util.HashMap,The key is modified but HashMap can't detect it and so it won't move the entry to the correct index.
23111523,2,1,1,java.util.HashMap,Unfortunately HashMap won't distinguish between a null value and no entry when performing a HashMap.get().
23115856,2,1,1,java.util.HashMap,Moreover HashMap is not thread-safe in nature.
23139116,2,0,2,java.util.HashMap,"I haven't looked at any specific implementation code, but a typical HashMap iterator will have an index for a hash chain in the main hash array, and a pointer to a node within the hash chain:  A Map.remove won't change the hashmap size, so the chain index won't be invalidated."
23498030,2,0,0,java.util.HashMap,According to Oracle Java 7 API : implementation of HashMap is not synchronized.
23538665,2,0,0,java.util.HashMap,It is possible to search the values with keys for exemple but you cannot sort HashMap.
23615161,2,0,5,java.util.HashMap,"However, HashMap is not the only class to implement the Map interface."
23627937,2,1,4,java.util.HashMap,"One difference to be aware of is that Vector and Hashtable are synchronized, while ArrayList and HashMap are not."
23692801,2,0,0,java.util.HashMap,Two tips here:   You really didn't need a HashMap for the Student class.
23695884,2,0,1,java.util.HashMap,HashMap is not thread-safe by default.
23747825,2,0,1,java.util.HashMap,This is because your killable HashMap does not contain the name of the damaged player.
23802029,2,1,1,java.util.HashMap,"Since HashMap doesn't store the elements in order, the first 100 elements you try to get using the keySet() may not be actually be the first 100 inserted."
23807675,2,1,5,java.util.HashMap,HashMap does not store a copy of the value for each key mapping to that value.
23828374,2,0,3,java.util.HashMap,Java HashMap doesn't keep any order.
23828628,2,0,8,java.util.HashMap,"For example, their HashMap doesn't create the Entry objects until they really need to."
23859718,2,0,2,java.util.HashMap,HashMap does not sort the data; it hashes the keys to assign the data to buckets!
24137133,2,0,0,java.util.HashMap,A HashMap shouldn't throw that exception.
26036465,2,0,0,java.util.HashMap,it uses HashMap to hold enum values and HashMap doesn't support case insensitive keys.
24263855,2,0,1,java.util.HashMap,HashMap is not ordered: index i in a HashMap does not mean anything.
24264408,2,0,3,java.util.HashMap,"Asking for ""the first elemet"" of a HashMap does not make sense, because the order can (and will, in general) change as elements are added and removed."
24372375,2,0,2,java.util.HashMap,So using a HashMap really doesn't make sense because the extra work you'd have to do anyways makes a HashMap less efficient than a heap in the end.
24372405,2,1,3,java.util.HashMap,"Note that the HashMap won't store your items organized in neat crescent order, even if your keys are numeric Strings or Integer."
24390515,2,0,2,java.util.HashMap,"In Java 7, HashMap does not provide the operations putIfAbsent, etc."
24469840,2,0,2,java.util.HashMap,"But HashMap is not ThreadSafe, for thread safety there is ConcurrentHashMap."
24540751,2,0,4,java.util.HashMap,A HashMap is not guaranteed to have atomic operations.
24805703,2,0,1,java.util.HashMap,"HashMap doesn't have a concept of ""first""."
25072367,2,0,1,java.util.HashMap,HashMap isn't working correctly because you modify values that affect the results of equals and hashCode.
25127708,2,0,1,java.util.HashMap,"In case you don't, the proposed structures are still adaptable: in fact, the array (or the HashMap) is not going to change, while the HashSet also offers constant add time."
25220247,2,0,1,java.util.HashMap,HashMap does not gurantee ordering of elements Use LinkedHashMap(entry order) or TreeMap (sorted order) if ordering is requrired.
25220248,2,0,2,java.util.HashMap,The order in which you'll receive elements from a HashMap is not guaranteed.
25438926,2,0,1,java.util.HashMap,"But as per the docs, HashMap is not a supported field type in Datastore."
25438926,2,0,1,java.util.HashMap,"So to my knowledge, HashMap cannot be queried as there is no indexes created for it."
25449987,2,0,0,java.util.HashMap,"Intended use of HashMap is not sorting, but still you can check from this topic to find some possibilities and ideas -and possibly the answer- here."
25521007,2,0,2,java.util.HashMap,"It's because the Map you're putting them into is a HashMap, which isn't sorted."
25610054,2,1,0,java.util.HashMap,"HashMap is not limited, your problem is probably you have repeating keys.."
25609897,2,0,2,java.util.HashMap,"HashMap is not limited, provided to have a load factor is increased."
25661973,2,0,2,java.util.HashMap,"The difference is that HashMap is not thread-safe, which means that if you have several threads using it you need to take care of concurrent operations yourself."
25708396,2,1,1,java.util.HashMap,The implementation of HashMap does not provide any order of the items.
25704701,2,0,0,java.util.HashMap,HashMap won't sort the data by key.
25714623,2,1,0,java.util.HashMap,"You can't do map.put(10), because HashMap doesn't have a method with a compatible signature."
25762355,2,0,0,java.util.HashMap,"HashMap doesn't deliver any meaningful ordering at all and if that method should deliver some ordering, it is simply broken - implementation is faulty."
25885551,2,0,0,java.util.HashMap,"there are gaps), then HashMap is not a suitable data structure."
25933619,2,0,0,java.util.HashMap,HashMap does not call  hashcode when null is passed as key and null Key is handled as special case.
26382975,2,1,3,java.util.HashMap,"As from what I've investigated in the JSONObject source code, you can see that it uses a HashMap internally, and as you know HashMap doesn't keep any order."
26075027,2,1,0,java.util.HashMap,"1st question: I would also compose with HashMap, instead of extending it, because your Cache system ISN'T a HashMap ; it just HAS a HashMap."
26205661,2,0,1,java.util.HashMap,The HashMap doesn't store things in a given order - it just sticks them whoever the hash function says to put them.
26206500,2,0,4,java.util.HashMap,HashMap doesn't care about values.
26230430,2,0,0,java.util.HashMap,"Note that you should note that your logic flow must never rely on accessing the HashMap elements in some order, simply put because HashMaps are not ordered Collections and that is not what they are aimed to do."
26296947,2,1,3,java.util.HashMap,"The strange thing is when i call the hashmap with, the order is   completly an other and the keys doesnt fit to the insertion :  HashMap does NOT maintain the order of insertion but there is an alternative called LinkedHashMap that maintains the insertion order."
26320893,2,0,2,java.util.HashMap,"Failure to do so violates the general contract for the hashCode method, and any classes that use the hash code, such as HashMap will not function properly."
26331088,2,0,0,java.util.HashMap,The much better question to ask requires that you include the name of the class it can't find: java.util.HashMap$Entry.
26379131,2,0,0,java.util.HashMap,"I don't see where you need to access a specific person by a key, so you don't need a HashMap, just a List."
26417641,2,0,0,java.util.HashMap,"I think if you create classes for each item, you can add an ID field also then you won't need a HashMap."
26418369,2,0,0,java.util.HashMap,"The problem in the code your presented isn't modifying the HashMap, it's modifying the ArrayList while iterating it."
26418985,2,1,1,java.util.HashMap,HashMap does not provide any way to manipulate keys without iterating over them.
26548400,2,0,0,java.util.HashMap,"HashMap is not thread-safe, and you are not protecting it adequately."
26623160,2,0,2,java.util.HashMap,On the other hand HashMap doesn't maintain any order or keys or values.
26646260,2,0,1,java.util.HashMap,"So your HashMap would not simply work, and instead of saving memory you would not only create a new Point each time, but also add an entry to your HashMap and perform unnecessary calculations."
26686574,2,1,3,java.util.HashMap,HashMap does not need keys to be Comparable but still implements Map interface.
26836232,2,0,2,java.util.HashMap,The values of a HashMap do not need to be immutable.
26927971,2,1,3,java.util.HashMap,"So, in recent versions of Java, HashMap may not be resized based on threshold alone."
27128286,2,0,3,java.util.HashMap,"HashMap does not support duplicate keys, which are hashed."
27136712,2,1,2,java.util.HashMap,So the value sitting in the HashMap is not actually an array; it was a string from the moment it was inserted.
27186063,2,0,1,java.util.HashMap,"The performance difference between using one or two HashMaps should not matter much, so go for the simpler solution, the single HashMap."
27198642,2,0,1,java.util.HashMap,It is true that HashMap doesn't preserve insertion order.
27234137,2,0,5,java.util.HashMap,The code is not correct due to the fact that the read from the HashMap is not guarded by any lock.
27263346,2,1,1,java.util.HashMap,"To further clarify, reduce() method is not a concurrent method but rather will be executed sequentially in a single Reducer JVM instance so your HashMap will not be accessed concurrently."
27304065,2,0,1,java.util.HashMap,And HashMap doesn't preserve the order of the insertion of the elements.
27334607,2,1,2,java.util.HashMap,"Therefore, the space complexity is O(n), since the HashMap internal storage consists of an array whose size would reach a power of 2 close to n (assuming you didn't give the HashMap an initial capacity that is much larger than n), and each element of the array is a linked list with an O(1) average number of elements."
27388478,2,0,0,java.util.HashMap,"No, simply synchronizing the method of a HashMap will not allow two threads to add a key-value pair at the same time, they have to wait and go one at a time."
27405412,2,0,1,java.util.HashMap,"Edit: The definition of the HashMap cannot be changed, so this approach would no longer be applicable."
27615862,2,0,3,java.util.HashMap,"So if the HashMap does not contain a value for ìndex, if will return null, no problem there."
27646768,2,0,2,java.util.HashMap,"If each call to hashCode for the same instance returns a different value, you can't expect your HashMap to locate your keys."
27797784,2,0,0,java.util.HashMap,I do not belive JDK built-in HashMap can not deal with this.
27850467,2,0,1,java.util.HashMap,"ADDITIONAL NOTE : if you see the elements are not ordered , it's because HashMap doesn't maintain an order, you should change to Map<String, Integer> amap = new LinkedHashMap<String, Integer>(); to see the ordered version of your elements."
27916645,2,0,6,java.util.HashMap,"The reason LinkedHashMap maintains insertion order while HashMap doesn't, despite the fact that all but 4 methods are inherited, is that it's very cleverly written."
27970742,2,0,0,java.util.HashMap,The HashMap does not hold the order.
28051393,2,1,2,java.util.HashMap,"You mention using a HashMap to hold your Map<Integer, String> of line numbers + json entries, but HashMap does not maintain insertion order for entry iteration."
28269352,2,0,0,java.util.HashMap,"Some of them (like TreeMap) sort by key, some of them (like HashMap) don't sort at all."
28392228,2,0,3,java.util.HashMap,"A HashMap is not ordered, so there is no 5th value of the map."
28530760,2,0,2,java.util.HashMap,"One possible cause is that the reconstructed HashMap may not have the same capacity (number of buckets) as the original one, which might increase the frequency of hash collisions or (if the size is increased) decrease locality of main memory access (resulting in more cache misses)."
28593479,2,0,2,java.util.HashMap,The keys on a Map and a HashMap are not ordered.
28639572,2,1,4,java.util.HashMap,inverted_index is a HashMap and HashMap is not sorted.
28681372,2,0,1,java.util.HashMap,"HashMap doesn't preserve order:  This class makes no guarantees as to the order of the map; in particular, it does not guarantee that the order will remain constant over time."
28681378,2,0,1,java.util.HashMap,HashMap does not guarantee ordering of any kind.
28857617,2,0,0,java.util.HashMap,"Since HashMap does not support structure sharing, there is no better approach than the obvious one."
28857178,2,0,0,java.util.HashMap,"No, because HashMap doesn't maintain an order of it's entries."
28898171,2,0,1,java.util.HashMap,"HashMap is not sorted, and TreeMap is sorted by key only."
28976099,2,1,6,java.util.HashMap,"This is, by the way, another small advantage of the strategy of storing fields in local variables: It offers a (very limited, but sometimes handy) form of ""thread safety"": It is made sure that the length of an array (like the tab array in the getNode method of HashMap) can not change while the method is being executed."
28982253,2,0,0,java.util.HashMap,"HashMap does not have a concept of ordering, so getting the n-th entry does not make sense."
29086304,2,0,0,java.util.HashMap,"You can change your HashTable to a HashMap<String, Integer> (http://docs.oracle.com/javase/7/docs/api/java/util/HashMap.html) since the put of HashMap will not add a new key:  Associates the specified value with the specified key in this map."
29346222,2,1,7,java.util.HashMap,HashMap does not provide any guarantees of order among its entries.
29516303,2,0,4,java.util.HashMap,Same question for HashMap  HashMap isn't thread safe at all.
29522893,2,0,2,java.util.HashMap,I used the SortedMap interface to ensure an unordered implementation like HashMap cannot be used.
29537051,2,0,1,java.util.HashMap,"Well, that doesn't fit to HashMap idea."
29582248,2,0,5,java.util.HashMap,"Now, the OpenJDK and Oracle implementations of HashMap do not use the key hash codes directly,  but apply another hashing function to the provided hashes before distributing them over the buckets."
29586957,2,1,2,java.util.HashMap,This does not work because HashMap does not implement your IMap interface - so you cannot assign a HashMap to a variable of type IMap.
29861270,2,0,10,java.util.HashMap,"Since HashMap doesn't preserver the order of elements, it will definitely not do for you."
30054656,2,1,2,java.util.HashMap,"Below, there are couple differences relevant for your case: java.util.Hashtable is synchronized, but java.util.HashMap is not."
30090750,2,0,1,java.util.HashMap,"If it is necessary to use regular expression based lookup, HashMap is not proper data structure to use."
30237714,2,1,10,java.util.HashMap,"Note that the order is not guaranteed here, because HashMap isn't ordered."
30263100,2,1,1,java.util.HashMap,"(As a reminder, a HashMap doesn't guarantee order of the put() call."
30311977,2,0,0,java.util.HashMap,A HashMap does not guarantee the iteration order of it's elements.
30318953,2,0,0,java.util.HashMap,I think you should use a different data-type or structure than HashMap as HashMaps do not guarantee order.
30514840,2,0,0,java.util.HashMap,"For what you say you want (items with prices near the desired item), a HashMap isn't an efficient datastore."
30652493,2,0,2,java.util.HashMap,Fortunately things are not this bad in Java because HashMap doesn't use just the lowest bits of the hash code: it scrambles the bits so that it's not quite as easy to produce bad scenarios accidentally.
30705217,2,1,3,java.util.HashMap,The ordering is off because HashMap doesn't return entries in their insertion order.
30757794,2,0,1,java.util.HashMap,HashMap doesn't fallow the iteration order by defenition.
30783794,2,0,1,java.util.HashMap,"You don't need HashMap, a simple item holder class with a status property would help you."
31039178,2,1,3,java.util.HashMap,"Since HashMap cannot contain multiple identical keys, the last item is the only one remaining in the map after forEach finishes."
31109463,2,0,5,java.util.HashMap,Other implementations (such as HashMap) don't support concurrency and shouldn't be used by multiple threads at the same time.
31217738,2,1,2,java.util.HashMap,"If your Person class overrides both hashCode and equals, so that p1.equals(p2) is true and p1.hashCode()==p2.hashCode(), you can't retrieve both ""11"" and ""22"" from the Map, since HashMap doesn't allow duplicate keys."
31312685,2,0,2,java.util.HashMap,"In this solution you must note:  I use Java long type to read the id Oracle number (if your actual numbers exceed Java long max value then you must use BigInteger) HashMap is not thread-safe, so you must use ConcurrentHashMap to wrap the unsafe HashMap while populating it."
